1394747535.24597	0.9	20.15	0.093	1.889
1394747537.040313	0.8	20.094	0.768	15.451
1394747538.041638	0.7	20.1	0.725	14.07
1394747539.041301	0.6	20.1	0.7	12.192
1394747540.045205	0.5	20.112	0.593	11.941
1394747541.043478	0.4	20.114	0.493	9.931
1394747542.041161	0.3	20.125	0.375	7.546
1394747543.042865	0.2	20.125	0.262	5.282
1394747544.042015	0.1	20.13	0.156	3.145
